Rettungspunkt,Longitude,Latitude,Koordinaten,Schnellestes Fahrzeug,Anfahrtszeit,Nächstes Fahrzeug,Anfahrtsdistanz,Ankunft innerhalb 5min,Zeit_HM 81/1,Zeit_PA 84/1,Zeit_WK 81/1,Zeit_WK 84/1,Zeit_Fi 81/1,Zeit_Mifi 84/1,Zeit_Mifi 81/1 W,Zeit_Schöf 81/1,Zeit_Gr 81/1,Entf_HM 81/1,Entf_PA 84/1,Entf_WK 81/1,Entf_WK 84/1,Entf_Fi 81/1,Entf_Mifi 84/1,Entf_Mifi 81/1 W,Entf_Schöf 81/1,Entf_Gr 81/1
Sommerau - Spiegelau, 13.31341,48.91765," 13.31341,48.91765",Gr 81/1,17:17 min,Gr 81/1,12.4 km,"Gr 81/1, Schöf 81/1",57:38 min,59:57 min,64:12 min,62:25 min,43:29 min,42:21 min,42:21 min,21:20 min,17:17 min,47.8 km,52.7 km,49.9 km,56.7 km,33.0 km,34.5 km,34.5 km,20.7 km,12.4 km
Spiegelau - Spiegelau, 13.35734,48.91497," 13.35734,48.91497",Gr 81/1,10:45 min,Gr 81/1,8.5 km,Gr 81/1,51:05 min,59:57 min,57:39 min,57:46 min,36:57 min,35:49 min,35:49 min,21:19 min,10:45 min,43.8 km,54.6 km,46.0 km,51.1 km,29.1 km,30.5 km,30.5 km,22.6 km,8.5 km
Steinbüchl - Spiegelau, 13.33760,48.91201," 13.33760,48.91201",Gr 81/1,12:59 min,Gr 81/1,10.1 km,Gr 81/1,53:19 min,57:33 min,59:53 min,60:00 min,39:11 min,38:03 min,38:03 min,18:55 min,12:59 min,45.4 km,53.0 km,47.5 km,52.7 km,30.7 km,32.1 km,32.1 km,21.0 km,10.1 km
Winkelhof - Spiegelau, 13.32754,48.88475," 13.32754,48.88475",Gr 81/1,16:47 min,Gr 81/1,13.4 km,"Gr 81/1, Schöf 81/1",55:41 min,55:47 min,59:54 min,58:14 min,42:59 min,41:51 min,41:51 min,18:54 min,16:47 min,47.2 km,44.9 km,46.6 km,49.0 km,34.0 km,35.5 km,35.5 km,18.7 km,13.4 km
Winkelmühle - Spiegelau, 13.32548,48.88608," 13.32548,48.88608",Gr 81/1,17:19 min,Gr 81/1,13.7 km,"Gr 81/1, Schöf 81/1",55:59 min,56:04 min,60:11 min,58:32 min,43:31 min,42:23 min,42:23 min,18:23 min,17:19 min,47.0 km,44.7 km,46.3 km,48.8 km,34.3 km,35.7 km,35.7 km,18.4 km,13.7 km
Winkelreuth - Spiegelau, 13.33325,48.88440," 13.33325,48.88440",Gr 81/1,16:12 min,Gr 81/1,13.1 km,"Gr 81/1, Schöf 81/1",54:41 min,54:47 min,58:53 min,57:14 min,42:24 min,41:17 min,41:17 min,19:12 min,16:12 min,46.6 km,44.3 km,45.9 km,48.4 km,33.8 km,35.2 km,35.2 km,16.4 km,13.1 km
Altfaltern - Thurmansbang, 13.28997,48.74434," 13.28997,48.74434",Schöf 81/1,20:19 min,Schöf 81/1,16.9 km,Schöf 81/1,57:47 min,34:47 min,53:10 min,43:45 min,60:01 min,55:05 min,55:05 min,20:19 min,29:21 min,47.9 km,37.1 km,42.0 km,36.3 km,48.4 km,51.6 km,51.6 km,16.9 km,22.5 km
Ebenreuth - Thurmansbang, 13.28158,48.79994," 13.28158,48.79994",Schöf 81/1,14:29 min,Schöf 81/1,13.3 km,Schöf 81/1,59:06 min,43:46 min,54:58 min,45:33 min,56:07 min,54:11 min,54:11 min,14:29 min,22:55 min,51.0 km,51.4 km,44.7 km,39.0 km,43.6 km,51.5 km,51.5 km,13.3 km,17.7 km
Edlau - Thurmansbang, 13.26947,48.75255," 13.26947,48.75255",Schöf 81/1,19:03 min,Schöf 81/1,16.3 km,Schöf 81/1,58:38 min,35:04 min,54:01 min,44:36 min,60:52 min,55:56 min,55:56 min,19:03 min,28:05 min,49.1 km,37.4 km,43.3 km,37.6 km,49.7 km,52.9 km,52.9 km,16.3 km,21.8 km
Eggenreuth - Thurmansbang, 13.32833,48.75590," 13.32833,48.75590",Schöf 81/1,18:46 min,Schöf 81/1,18.1 km,"Gr 81/1, Schöf 81/1",51:38 min,35:52 min,47:01 min,37:36 min,53:51 min,48:56 min,48:56 min,18:46 min,23:24 min,43.7 km,28.5 km,37.9 km,32.2 km,44.2 km,47.5 km,47.5 km,18.1 km,18.7 km
Eizersdorf - Thurmansbang, 13.28346,48.78176," 13.28346,48.78176",Schöf 81/1,14:25 min,Schöf 81/1,12.8 km,Schöf 81/1,57:44 min,40:19 min,53:36 min,44:11 min,54:45 min,52:49 min,52:49 min,14:25 min,21:33 min,50.3 km,41.8 km,43.9 km,38.2 km,42.8 km,50.8 km,50.8 km,12.8 km,16.9 km
Erlau - Thurmansbang, 13.30610,48.78518," 13.30610,48.78518",Schöf 81/1,14:18 min,Schöf 81/1,14.0 km,Schöf 81/1,55:38 min,40:21 min,51:30 min,42:05 min,52:39 min,50:43 min,50:43 min,14:18 min,19:27 min,48.4 km,32.6 km,42.0 km,36.3 km,40.9 km,48.9 km,48.9 km,14.0 km,15.1 km
Gingharting - Thurmansbang, 13.30341,48.77234," 13.30341,48.77234",Schöf 81/1,17:09 min,Schöf 81/1,16.0 km,"Gr 81/1, Schöf 81/1",54:58 min,39:12 min,50:21 min,40:56 min,55:00 min,52:16 min,52:16 min,17:09 min,21:48 min,46.5 km,31.2 km,40.7 km,35.0 km,42.4 km,50.2 km,50.2 km,16.0 km,16.6 km
Gschwendt - Thurmansbang, 13.31340,48.74358," 13.31340,48.74358",Schöf 81/1,25:34 min,Schöf 81/1,20.9 km,"Gr 81/1, Schöf 81/1",56:52 min,39:12 min,52:15 min,42:51 min,59:06 min,54:10 min,54:10 min,25:34 min,30:12 min,45.5 km,31.6 km,39.7 km,34.0 km,46.1 km,49.3 km,49.3 km,20.9 km,21.5 km
Haidreuth - Thurmansbang, 13.30092,48.78796," 13.30092,48.78796",Schöf 81/1,14:26 min,Schöf 81/1,13.6 km,Schöf 81/1,56:58 min,41:42 min,52:51 min,43:26 min,54:00 min,52:04 min,52:04 min,14:26 min,20:47 min,49.2 km,33.4 km,42.8 km,37.1 km,41.7 km,49.7 km,49.7 km,13.6 km,15.8 km
Haundorf - Thurmansbang, 13.30713,48.77991," 13.30713,48.77991",Schöf 81/1,15:21 min,Schöf 81/1,14.7 km,"Gr 81/1, Schöf 81/1",55:42 min,39:56 min,51:05 min,41:40 min,53:11 min,51:15 min,51:15 min,15:21 min,19:59 min,47.2 km,32.0 km,41.4 km,35.7 km,41.1 km,49.1 km,49.1 km,14.7 km,15.3 km
Kneisting - Thurmansbang, 13.27164,48.74579," 13.27164,48.74579",Schöf 81/1,19:24 min,Schöf 81/1,17.1 km,Schöf 81/1,58:01 min,33:12 min,53:24 min,44:00 min,60:15 min,55:19 min,55:19 min,19:24 min,28:25 min,48.7 km,36.5 km,42.8 km,37.1 km,49.2 km,52.4 km,52.4 km,17.1 km,22.6 km
Köhlberg - Thurmansbang, 13.31483,48.80539," 13.31483,48.80539",Schöf 81/1,16:07 min,Schöf 81/1,9.4 km,"Gr 81/1, Schöf 81/1",53:52 min,45:24 min,53:08 min,47:08 min,50:53 min,48:57 min,48:57 min,16:07 min,17:41 min,46.8 km,35.3 km,41.8 km,39.0 km,39.4 km,47.3 km,47.3 km,9.4 km,13.5 km
Kritzenberg - Thurmansbang, 13.30496,48.74799," 13.30496,48.74799",Schöf 81/1,23:46 min,Schöf 81/1,20.6 km,"Gr 81/1, Schöf 81/1",58:57 min,42:19 min,54:20 min,44:55 min,61:10 min,56:15 min,56:15 min,23:46 min,28:24 min,48.5 km,42.2 km,42.7 km,37.0 km,49.0 km,52.2 km,52.2 km,20.6 km,21.2 km
Lindau - Thurmansbang, 13.29715,48.78071," 13.29715,48.78071",Schöf 81/1,14:39 min,Schöf 81/1,14.0 km,Schöf 81/1,57:11 min,41:54 min,53:03 min,43:39 min,54:13 min,52:16 min,52:16 min,14:39 min,21:00 min,49.6 km,33.0 km,42.4 km,36.7 km,42.2 km,50.1 km,50.1 km,14.0 km,16.3 km
Lindberg - Thurmansbang, 13.28391,48.77018," 13.28391,48.77018",Schöf 81/1,16:16 min,Schöf 81/1,13.8 km,Schöf 81/1,59:33 min,40:52 min,54:56 min,45:31 min,57:51 min,55:54 min,55:54 min,16:16 min,24:38 min,48.7 km,39.7 km,42.9 km,37.2 km,44.0 km,52.0 km,52.0 km,13.8 km,18.2 km
Loderhof - Thurmansbang, 13.33810,48.73905," 13.33810,48.73905",Schöf 81/1,22:21 min,Schöf 81/1,20.2 km,"Gr 81/1, Schöf 81/1",50:44 min,34:45 min,46:07 min,36:42 min,52:58 min,48:02 min,48:02 min,22:21 min,26:10 min,42.7 km,26.8 km,36.9 km,31.2 km,43.2 km,46.5 km,46.5 km,20.2 km,20.6 km
Loh - Thurmansbang, 13.31333,48.80191," 13.31333,48.80191",Schöf 81/1,16:38 min,Schöf 81/1,9.9 km,"Gr 81/1, Schöf 81/1",53:27 min,44:59 min,52:43 min,46:43 min,50:28 min,48:32 min,48:32 min,16:38 min,17:16 min,46.5 km,35.0 km,41.4 km,38.7 km,39.0 km,47.0 km,47.0 km,9.9 km,13.1 km
Lohaus - Thurmansbang, 13.31139,48.79819," 13.31139,48.79819",Schöf 81/1,17:46 min,Schöf 81/1,10.5 km,"Gr 81/1, Schöf 81/1",54:05 min,43:44 min,53:22 min,45:29 min,51:07 min,49:10 min,49:10 min,17:46 min,17:54 min,46.7 km,34.3 km,41.7 km,38.0 km,39.2 km,47.2 km,47.2 km,10.5 km,13.4 km
Mühlberg - Thurmansbang, 13.26322,48.74703," 13.26322,48.74703",Schöf 81/1,20:07 min,Schöf 81/1,17.1 km,Schöf 81/1,59:13 min,34:24 min,54:37 min,45:12 min,61:27 min,56:31 min,56:31 min,20:07 min,29:38 min,49.3 km,37.2 km,43.5 km,37.8 km,49.8 km,53.1 km,53.1 km,17.1 km,23.3 km
Oisching - Thurmansbang, 13.34809,48.74311," 13.34809,48.74311",Schöf 81/1,20:35 min,Gr 81/1,19.3 km,"Gr 81/1, Schöf 81/1",49:08 min,33:23 min,44:32 min,35:07 min,51:22 min,46:26 min,46:26 min,20:35 min,24:34 min,41.5 km,26.2 km,35.6 km,29.9 km,42.0 km,45.2 km,45.2 km,20.2 km,19.3 km
Rabenstein - Thurmansbang, 13.32259,48.74834," 13.32259,48.74834",Schöf 81/1,21:20 min,Schöf 81/1,19.3 km,"Gr 81/1, Schöf 81/1",54:22 min,38:22 min,49:45 min,40:20 min,56:35 min,51:40 min,51:40 min,21:20 min,25:58 min,44.6 km,28.6 km,38.8 km,33.1 km,45.1 km,48.3 km,48.3 km,19.3 km,19.9 km
Rettenbach - Thurmansbang, 13.28981,48.79326," 13.28981,48.79326",Schöf 81/1,12:40 min,Schöf 81/1,12.5 km,Schöf 81/1,57:17 min,41:57 min,53:09 min,43:44 min,54:18 min,52:22 min,52:22 min,12:40 min,21:06 min,50.2 km,50.6 km,43.8 km,38.1 km,42.7 km,50.7 km,50.7 km,12.5 km,16.9 km
Roitham - Thurmansbang, 13.28599,48.76228," 13.28599,48.76228",Schöf 81/1,17:42 min,Schöf 81/1,14.8 km,Schöf 81/1,56:13 min,36:53 min,51:36 min,42:11 min,58:27 min,53:31 min,53:31 min,17:42 min,25:40 min,47.2 km,38.8 km,41.4 km,35.7 km,47.8 km,51.0 km,51.0 km,14.8 km,19.9 km
Rottaumühle - Thurmansbang, 13.35171,48.74152," 13.35171,48.74152",Schöf 81/1,21:00 min,Gr 81/1,19.0 km,"Gr 81/1, Schöf 81/1",48:53 min,33:07 min,44:16 min,34:51 min,51:06 min,46:11 min,46:11 min,21:00 min,24:18 min,41.1 km,25.9 km,35.3 km,29.6 km,41.6 km,44.9 km,44.9 km,20.5 km,19.0 km
Schadham - Thurmansbang, 13.29084,48.73606," 13.29084,48.73606",Schöf 81/1,21:00 min,Schöf 81/1,18.2 km,Schöf 81/1,55:31 min,33:35 min,50:54 min,41:29 min,57:44 min,52:48 min,52:48 min,21:00 min,30:02 min,46.6 km,36.7 km,40.8 km,35.1 km,47.1 km,50.3 km,50.3 km,18.2 km,23.8 km
Scharten - Thurmansbang, 13.29670,48.80425," 13.29670,48.80425",Schöf 81/1,16:22 min,Schöf 81/1,8.8 km,"Gr 81/1, Schöf 81/1",57:16 min,46:24 min,56:33 min,48:12 min,54:18 min,52:22 min,52:22 min,16:22 min,21:06 min,48.7 km,53.4 km,43.7 km,41.0 km,41.2 km,49.2 km,49.2 km,8.8 km,15.4 km
Schlinding - Thurmansbang, 13.27954,48.75304," 13.27954,48.75304",Schöf 81/1,17:18 min,Schöf 81/1,15.3 km,Schöf 81/1,56:53 min,34:00 min,52:16 min,42:51 min,59:06 min,54:11 min,54:11 min,17:18 min,26:20 min,48.2 km,37.2 km,42.4 km,36.7 km,48.8 km,52.0 km,52.0 km,15.3 km,20.9 km
Selinghof - Thurmansbang, 13.28023,48.73905," 13.28023,48.73905",Schöf 81/1,19:36 min,Schöf 81/1,17.2 km,Schöf 81/1,56:29 min,32:11 min,51:52 min,42:28 min,58:43 min,53:47 min,53:47 min,19:36 min,28:38 min,47.5 km,35.7 km,41.6 km,36.0 km,48.0 km,51.2 km,51.2 km,17.2 km,22.8 km
Solla - Thurmansbang, 13.29956,48.81042," 13.29956,48.81042",Schöf 81/1,14:49 min,Schöf 81/1,8.1 km,"Gr 81/1, Schöf 81/1",55:47 min,45:23 min,55:04 min,47:10 min,52:49 min,50:53 min,50:53 min,14:49 min,19:36 min,48.2 km,53.2 km,43.2 km,40.7 km,40.8 km,48.7 km,48.7 km,8.1 km,14.9 km
Stieglreuth - Thurmansbang, 13.29408,48.78929," 13.29408,48.78929",Schöf 81/1,12:53 min,Schöf 81/1,12.8 km,Schöf 81/1,56:22 min,41:05 min,52:14 min,42:49 min,53:23 min,51:27 min,51:27 min,12:53 min,20:11 min,49.4 km,33.6 km,43.0 km,37.3 km,41.9 km,49.9 km,49.9 km,12.8 km,16.1 km
Stockwiesreuth - Thurmansbang, 13.29742,48.78712," 13.29742,48.78712",Schöf 81/1,13:13 min,Schöf 81/1,13.2 km,Schöf 81/1,56:01 min,40:45 min,51:54 min,42:29 min,53:02 min,51:06 min,51:06 min,13:13 min,19:50 min,49.0 km,33.2 km,42.7 km,37.0 km,41.6 km,49.5 km,49.5 km,13.2 km,15.7 km
Thannberg - Thurmansbang, 13.27700,48.74222," 13.27700,48.74222",Schöf 81/1,18:51 min,Schöf 81/1,16.6 km,Schöf 81/1,57:15 min,32:26 min,52:38 min,43:13 min,59:29 min,54:33 min,54:33 min,18:51 min,27:53 min,48.0 km,35.9 km,42.2 km,36.5 km,48.6 km,51.8 km,51.8 km,16.6 km,22.2 km
Thurmansbang - Thurmansbang, 13.31541,48.76666," 13.31541,48.76666",Schöf 81/1,18:09 min,Schöf 81/1,16.6 km,"Gr 81/1, Schöf 81/1",54:09 min,38:23 min,49:32 min,40:07 min,55:59 min,51:27 min,51:27 min,18:09 min,22:47 min,45.5 km,30.2 km,39.6 km,34.0 km,43.0 km,49.2 km,49.2 km,16.6 km,17.2 km
Traxenberg - Thurmansbang, 13.30032,48.76310," 13.30032,48.76310",Schöf 81/1,18:53 min,Schöf 81/1,16.6 km,"Gr 81/1, Schöf 81/1",54:15 min,36:36 min,49:38 min,40:13 min,56:29 min,51:33 min,51:33 min,18:53 min,23:42 min,46.1 km,39.3 km,40.3 km,34.6 km,46.6 km,49.9 km,49.9 km,16.6 km,18.8 km
Wiesen - Thurmansbang, 13.29730,48.79128," 13.29730,48.79128",Schöf 81/1,14:27 min,Schöf 81/1,13.2 km,Schöf 81/1,57:56 min,42:40 min,53:49 min,44:24 min,54:58 min,53:02 min,53:02 min,14:27 min,21:45 min,49.8 km,34.0 km,43.4 km,37.7 km,42.3 km,50.3 km,50.3 km,13.2 km,16.4 km
Appmannsberg - Waldkirchen Niederbay, 13.56482,48.74890," 13.56482,48.74890",WK 81/1,21:15 min,WK 81/1,13.3 km,"HM 81/1, WK 81/1, WK 84/1",22:46 min,37:35 min,21:15 min,22:42 min,36:08 min,29:44 min,29:44 min,47:32 min,33:34 min,17.9 km,29.8 km,13.3 km,16.9 km,26.2 km,28.3 km,28.3 km,40.2 km,27.0 km
Atzesberg - Waldkirchen Niederbay, 13.58144,48.78410," 13.58144,48.78410",HM 81/1,19:34 min,HM 81/1,15.6 km,"HM 81/1, WK 81/1",19:34 min,42:48 min,23:33 min,25:00 min,32:32 min,25:03 min,25:03 min,47:47 min,29:59 min,15.6 km,36.0 km,16.4 km,19.9 km,23.5 km,22.7 km,22.7 km,42.5 km,24.2 km
Auerbach - Waldkirchen Niederbay, 13.62141,48.75085," 13.62141,48.75085",HM 81/1,15:26 min,WK 81/1,10.5 km,"HM 81/1, WK 81/1, WK 84/1",15:26 min,39:06 min,16:07 min,20:05 min,40:21 min,32:38 min,32:38 min,53:39 min,37:47 min,13.0 km,32.9 km,10.5 km,15.2 km,30.0 km,25.2 km,25.2 km,47.3 km,30.8 km
Bernhardsberg - Waldkirchen Niederbay, 13.56252,48.70237," 13.56252,48.70237",WK 84/1,12:31 min,WK 84/1,9.6 km,WK 84/1,26:55 min,34:26 min,21:08 min,12:31 min,42:14 min,37:19 min,37:19 min,50:42 min,37:57 min,19.9 km,25.2 km,14.7 km,9.6 km,34.7 km,37.9 km,37.9 km,41.7 km,30.6 km
Böhmzwiesel - Waldkirchen Niederbay, 13.62990,48.76343," 13.62990,48.76343",HM 81/1,11:01 min,HM 81/1,9.8 km,HM 81/1,11:01 min,40:47 min,17:47 min,21:46 min,38:07 min,28:13 min,28:13 min,52:39 min,35:34 min,9.8 km,34.7 km,12.3 km,17.0 km,29.4 km,22.0 km,22.0 km,45.0 km,30.2 km
Breinhof - Waldkirchen Niederbay, 13.57870,48.69118," 13.57870,48.69118",WK 84/1,11:59 min,WK 84/1,8.1 km,WK 84/1,26:58 min,31:53 min,20:36 min,11:59 min,42:57 min,38:02 min,38:02 min,51:23 min,38:40 min,20.2 km,24.4 km,13.2 km,8.1 km,37.3 km,40.5 km,40.5 km,44.0 km,33.2 km
Buchmühle - Waldkirchen Niederbay, 13.64613,48.76247," 13.64613,48.76247",HM 81/1,12:12 min,HM 81/1,10.5 km,HM 81/1,12:12 min,43:27 min,18:53 min,22:52 min,39:18 min,29:24 min,29:24 min,54:32 min,36:44 min,10.5 km,36.4 km,12.8 km,17.4 km,30.1 km,22.7 km,22.7 km,49.1 km,30.8 km
Dickenbüchel - Waldkirchen Niederbay, 13.66673,48.69344," 13.66673,48.69344",WK 81/1,9:01 min,WK 81/1,3.7 km,WK 81/1,19:10 min,46:42 min,9:01 min,14:47 min,49:52 min,43:28 min,43:28 min,61:17 min,47:19 min,12.8 km,33.0 km,3.7 km,11.4 km,36.4 km,38.5 km,38.5 km,51.1 km,37.1 km
Dorn - Waldkirchen Niederbay, 13.63772,48.71229," 13.63772,48.71229",WK 81/1,7:51 min,WK 81/1,4.1 km,"WK 81/1, WK 84/1",18:46 min,41:13 min,7:51 min,11:50 min,44:21 min,37:57 min,37:57 min,55:46 min,41:48 min,13.7 km,33.6 km,4.1 km,8.8 km,33.3 km,35.4 km,35.4 km,48.0 km,34.0 km
Edelmühle - Waldkirchen Niederbay, 13.61761,48.75592," 13.61761,48.75592",HM 81/1,13:05 min,WK 81/1,10.6 km,"HM 81/1, WK 81/1",13:05 min,38:41 min,15:42 min,19:40 min,37:59 min,30:17 min,30:17 min,51:58 min,35:26 min,11.6 km,33.0 km,10.6 km,15.3 km,28.6 km,23.7 km,23.7 km,44.3 km,29.3 km
Edwaidl - Waldkirchen Niederbay, 13.58065,48.70781," 13.58065,48.70781",WK 84/1,11:33 min,WK 84/1,9.1 km,WK 84/1,24:37 min,34:04 min,18:50 min,11:33 min,43:03 min,36:39 min,36:39 min,52:04 min,39:20 min,18.1 km,26.1 km,11.9 km,9.1 km,32.1 km,34.2 km,34.2 km,45.3 km,34.2 km
Ensmannsreut - Waldkirchen Niederbay, 13.61521,48.76950," 13.61521,48.76950",HM 81/1,15:30 min,HM 81/1,12.6 km,"HM 81/1, WK 81/1",15:30 min,42:32 min,19:32 min,23:31 min,38:20 min,28:44 min,28:44 min,53:34 min,35:46 min,12.6 km,35.0 km,12.6 km,17.3 km,27.4 km,24.7 km,24.7 km,46.4 km,28.1 km
Erlauzwiesel - Waldkirchen Niederbay, 13.63613,48.72232," 13.63613,48.72232",WK 81/1,9:57 min,WK 81/1,6.1 km,"WK 81/1, WK 84/1",15:02 min,39:26 min,9:57 min,13:56 min,42:02 min,35:38 min,35:38 min,53:58 min,39:28 min,11.4 km,33.5 km,6.1 km,10.8 km,32.4 km,34.5 km,34.5 km,47.9 km,33.1 km
Frischeck - Waldkirchen Niederbay, 13.62092,48.72066," 13.62092,48.72066",WK 81/1,10:00 min,WK 81/1,6.0 km,"WK 81/1, WK 84/1",17:11 min,38:31 min,10:00 min,13:59 min,41:39 min,35:15 min,35:15 min,53:04 min,39:06 min,12.8 km,31.9 km,6.0 km,10.7 km,31.5 km,33.6 km,33.6 km,46.2 km,32.2 km
Gaisberg - Waldkirchen Niederbay, 13.58493,48.69509," 13.58493,48.69509",WK 84/1,9:13 min,WK 84/1,7.4 km,WK 84/1,25:17 min,33:24 min,17:50 min,9:13 min,43:43 min,37:19 min,37:19 min,52:45 min,40:00 min,19.3 km,26.1 km,12.5 km,7.4 km,33.4 km,35.5 km,35.5 km,46.6 km,35.5 km
Geiermühle - Waldkirchen Niederbay, 13.59152,48.72882," 13.59152,48.72882",WK 81/1,15:34 min,WK 81/1,9.7 km,"HM 81/1, WK 81/1, WK 84/1",19:42 min,34:15 min,15:34 min,15:55 min,37:35 min,31:11 min,31:11 min,48:47 min,35:02 min,14.9 km,28.1 km,9.7 km,11.9 km,28.2 km,30.2 km,30.2 km,42.5 km,28.9 km
Großwies - Waldkirchen Niederbay, 13.59338,48.76068," 13.59338,48.76068",HM 81/1,16:04 min,HM 81/1,13.9 km,"HM 81/1, WK 81/1",16:04 min,40:17 min,20:07 min,22:28 min,33:43 min,27:19 min,27:19 min,47:43 min,31:10 min,13.9 km,34.4 km,13.9 km,18.3 km,25.2 km,27.3 km,27.3 km,41.0 km,25.9 km
Hauzenberg - Waldkirchen Niederbay, 13.55527,48.73766," 13.55527,48.73766",WK 84/1,18:58 min,WK 81/1,13.1 km,"WK 81/1, WK 84/1",25:02 min,31:32 min,20:25 min,18:58 min,37:15 min,32:20 min,32:20 min,45:35 min,32:57 min,19.0 km,26.5 km,13.1 km,14.9 km,32.3 km,35.6 km,35.6 km,37.8 km,28.3 km
Hochreut - Waldkirchen Niederbay, 13.59107,48.76177," 13.59107,48.76177",HM 81/1,16:17 min,HM 81/1,14.1 km,"HM 81/1, WK 81/1",16:17 min,39:55 min,20:19 min,22:07 min,33:22 min,26:58 min,26:58 min,47:21 min,30:49 min,14.1 km,34.1 km,14.1 km,18.1 km,25.0 km,27.1 km,27.1 km,40.8 km,25.7 km
Höhenberg - Waldkirchen Niederbay, 13.61021,48.75687," 13.61021,48.75687",HM 81/1,14:10 min,HM 81/1,12.2 km,"HM 81/1, WK 81/1",14:10 min,41:13 min,18:13 min,22:11 min,36:28 min,30:04 min,30:04 min,50:27 min,33:55 min,12.2 km,34.7 km,12.2 km,16.9 km,27.4 km,29.4 km,29.4 km,43.1 km,28.1 km
Holzfreyung - Waldkirchen Niederbay, 13.59962,48.68705," 13.59962,48.68705",WK 84/1,7:08 min,WK 84/1,5.8 km,WK 84/1,26:04 min,34:11 min,15:45 min,7:08 min,44:31 min,38:07 min,38:07 min,53:32 min,40:47 min,20.6 km,27.4 km,10.9 km,5.8 km,34.6 km,36.7 km,36.7 km,47.8 km,36.8 km
Höpplhof - Waldkirchen Niederbay, 13.57154,48.75815," 13.57154,48.75815",HM 81/1,19:26 min,WK 81/1,14.2 km,"HM 81/1, WK 81/1, WK 84/1",19:26 min,39:21 min,20:06 min,21:33 min,32:48 min,26:24 min,26:24 min,45:19 min,30:14 min,16.2 km,33.7 km,14.2 km,17.7 km,24.5 km,26.6 km,26.6 km,39.1 km,25.3 km
Kanau - Waldkirchen Niederbay, 13.63011,48.77236," 13.63011,48.77236",HM 81/1,12:28 min,HM 81/1,9.8 km,HM 81/1,12:28 min,43:52 min,20:53 min,24:51 min,39:34 min,29:40 min,29:40 min,54:49 min,37:01 min,9.8 km,35.9 km,13.4 km,18.1 km,29.4 km,22.0 km,22.0 km,48.4 km,30.1 km
Karlsbach - Waldkirchen Niederbay, 13.58413,48.76572," 13.58413,48.76572",HM 81/1,17:56 min,WK 81/1,14.1 km,"HM 81/1, WK 81/1, WK 84/1",17:56 min,39:16 min,20:02 min,21:28 min,32:43 min,26:19 min,26:19 min,46:42 min,30:09 min,15.1 km,33.6 km,14.1 km,17.6 km,24.5 km,26.6 km,26.6 km,40.3 km,25.2 km
Karlsbachmühle - Waldkirchen Niederbay, 13.57680,48.76268," 13.57680,48.76268",HM 81/1,18:28 min,WK 81/1,13.4 km,"HM 81/1, WK 81/1, WK 84/1",18:28 min,38:23 min,19:08 min,20:35 min,31:50 min,25:26 min,25:26 min,45:49 min,29:16 min,15.5 km,33.0 km,13.4 km,16.9 km,23.8 km,25.9 km,25.9 km,39.6 km,24.5 km
Kühn - Waldkirchen Niederbay, 13.55189,48.71097," 13.55189,48.71097",WK 84/1,15:38 min,WK 84/1,11.0 km,WK 84/1,29:01 min,31:03 min,23:15 min,15:38 min,38:49 min,33:53 min,33:53 min,47:16 min,34:31 min,20.5 km,25.4 km,14.4 km,11.0 km,33.2 km,36.5 km,36.5 km,40.2 km,29.2 km
Lämmersreut - Waldkirchen Niederbay, 13.56775,48.76524," 13.56775,48.76524",HM 81/1,20:33 min,WK 81/1,14.7 km,"HM 81/1, WK 81/1, WK 84/1",20:33 min,39:23 min,21:13 min,22:40 min,32:38 min,26:14 min,26:14 min,44:44 min,30:05 min,16.7 km,35.7 km,14.7 km,18.2 km,23.4 km,25.5 km,25.5 km,38.3 km,24.1 km
Manzing - Waldkirchen Niederbay, 13.61581,48.74243," 13.61581,48.74243",WK 81/1,14:08 min,WK 81/1,9.1 km,"HM 81/1, WK 81/1, WK 84/1",15:28 min,37:08 min,14:08 min,18:07 min,39:44 min,32:40 min,32:40 min,51:40 min,37:10 min,13.3 km,31.5 km,9.1 km,13.7 km,30.3 km,25.5 km,25.5 km,45.8 km,31.0 km
Mayersäge - Waldkirchen Niederbay, 13.61530,48.74983," 13.61530,48.74983",HM 81/1,18:24 min,WK 81/1,10.6 km,"HM 81/1, WK 81/1",18:24 min,43:04 min,20:05 min,24:03 min,43:19 min,35:36 min,35:36 min,57:18 min,40:46 min,12.3 km,33.1 km,10.6 km,15.3 km,29.3 km,24.5 km,24.5 km,45.1 km,30.0 km
Mitterleinbach - Waldkirchen Niederbay, 13.56339,48.73045," 13.56339,48.73045",WK 84/1,17:36 min,WK 81/1,12.3 km,"WK 81/1, WK 84/1",23:40 min,30:46 min,19:03 min,17:36 min,36:51 min,31:56 min,31:56 min,45:19 min,32:34 min,18.1 km,26.2 km,12.3 km,14.0 km,33.6 km,36.8 km,36.8 km,40.6 km,29.5 km
Neidlingerberg - Waldkirchen Niederbay, 13.59972,48.69492," 13.59972,48.69492",WK 84/1,9:25 min,WK 84/1,7.0 km,WK 84/1,27:39 min,35:59 min,18:03 min,9:25 min,46:06 min,39:42 min,39:42 min,55:07 min,42:22 min,19.8 km,27.7 km,12.1 km,7.0 km,33.8 km,35.9 km,35.9 km,47.0 km,35.9 km
